tic,longitude,latitude
RIHC,-115.1563704,36.145069
GL.3,-122.14777523313269,37.473187067021804
XNRG,-122.5317151616001,45.56088560601909
AAST,-86.980809,33.358012
YCS,Manual,Manual
EUO,-87.952474,44.528038
SCO,-87.952474,44.528038
CMD.1,Manual,Manual
YCL,-87.952474,44.528038
ULE,Manual,Manual
UCO,-87.952474,44.528038
UCD,Manual,Manual
REPCF,-0.1142761,51.5281242
YNR,Manual,Manual
UGL,-87.952474,44.528038
GLL,-87.952474,44.528038
ZSL,Manual,Manual
AGQ,-87.952474,44.528038
CLW,-120.03028189395862,46.317142999006904
ROI,-90.12587744487752,32.457913658542694
VBIO,-118.4176184,34.0595286
HNB,18.3940861,-33.912131
SLCA,-95.8267546,29.7773315
ONCS,Manual,Manual
TECL,-73.98018254690722,40.7618616
TECS,-73.98018254690722,40.7618616
EDC,-73.98018254690722,40.7618616
EDZ,-73.98018254690722,40.7618616
DZK,-73.98018254690722,40.7618616
DPK,-73.98018254690722,40.7618616
LOONF,-81.34814766175316,35.72785911354581
FFNTQ,-90.502648,14.5894254
ENGT,24.827435741582974,42.14826075
HAX.1,-75.9498327,44.6281642
MIDZ,-73.98018254690722,40.7618616
MIDU,-73.98018254690722,40.7618616
LSTWF,28.548905,-14.5577102
FAA,-81.66034060131237,30.329249726043514
ABIO,-105.07443016392754,39.88137680548962
SPMB,-71.0584604224359,42.3527552
BWZ,-71.0584604224359,42.3527552
NXWI,-117.203241,32.900838
IKAR,Manual,Manual
TSPT,-122.38353055125728,37.92517411218568
BONXF,-86.04754240277778,43.20241269444444
BLUF,Manual,Manual
GXG,-78.471937,38.034091
SPIB,-71.0584604224359,42.3527552
MINE,-95.7247338,29.7327552
LIWA,Manual,Manual
OREO.1,-84.904507,39.83436
ORZCF,-91.7445529,30.6904881
MOMT,-96.8002119088988,32.7844627
GRPH.1,-79.77358771410947,40.54047265982888
VYCO,-75.1140685,38.3467523
HIF.,-75.9498327,44.6281642
TETAA,121.0632913678474,14.58391585
ABTI,-97.25933932653061,42.6179488367347
DDDX,-122.60862878850487,48.892441582201535
HIE.,-75.9498327,44.6281642
HIG..,-75.9498327,44.6281642
SPLB,-71.0584604224359,42.3527552
BYGRF,127.942005,45.425234
CSAHF,-122.7766454,49.1893359
DNC.,-117.158045,32.7179701
CYOU,Manual,Manual
CHOPF,Manual,Manual
QAI,-73.69032438091673,41.006419550000004
MTT,0.0582952,51.5527449
HAGRF,-75.9498327,44.6281642
FROT.1,-117.87916508548386,33.6897882
3HUTC,-86.73188,33.44664
VSS,-75.50690726044587,40.05212105
MAXMF,-80.05255355102041,26.607186530612243
TRITF,116.7365319,33.4818975
CWB,-71.0584604224359,42.3527552
TYD,-73.98018254690722,40.7618616
TYO,-73.98018254690722,40.7618616
TMF,-73.98018254690722,40.7618616
TMV,-73.98018254690722,40.7618616
BVTK,-97.6812103,30.2230548
TCZ.,28.0084002,-26.1994867
AURM,-70.96106507991172,42.495979330195716
KME,-71.0584604224359,42.3527552
AMBCF,Manual,Manual
CEW,-90.12587744487752,32.457913658542694
MTLFF,-123.1161579,49.2862256
ABMT,-73.98565461987332,40.748428399999995
CSGH,Manual,Manual
CADIF,-4.3158717,50.5501451
PXHI,-86.73761807399484,34.714426839680826
HDRSF,-115.1139934,51.0212533
NCAP,-111.91123246582428,33.61254088800677
NTCXF,-80.088199,26.652604
OGEM,-80.28506020764104,25.8391295
EMT,-80.28506020764104,25.8391295
RC,-73.9818903421781,40.760041099999995
OCY.UN,-78.3801224,44.2876813
EFO,-87.952474,44.528038
EET,-87.952474,44.528038
XPP,-87.952474,44.528038
EZJ,-87.952474,44.528038
BCNN,114.13354084672724,22.2870265
DGWIY,78.3892157,17.4076954
ZDJ.,-79.38169179283025,43.6487681
ZCN.,-79.38169179283025,43.6487681
ZFM.,-79.38169179283025,43.6487681
ZUE.,-79.38169179283025,43.6487681
MCRO,-73.69032438091673,41.006419550000004
CSB.UN,Manual,Manual
DENR,-95.46273544287831,29.7610588
GOEG,113.9270945,22.5178845
MYRX,18.3940861,-33.912131
TECO,-84.84422588349516,33.90736536893204
SRCRF,-122.6759549,47.5856865
BRMC,-84.76404757142856,44.31285651020408
NTFL,-1.223393929140248,52.92065925
LGYH,-71.3596535,42.6281012
ISDR,-78.64798856214529,35.78028105
ENRJ,-124.1805136,40.7878619
PSON,-118.44518261767733,34.063078303047796
CAGM,Manual,Manual
VCMG,-79.0360515,35.9213767
LOVI.1,-81.47587531903898,28.569195685991687
EPV,-87.952474,44.528038
JPX,-87.952474,44.528038
BZQ,-87.952474,44.528038
SMK,-87.952474,44.528038
XWD.,-70.3915283579957,41.62836965282502
CPXWF,-113.4927751199341,53.54739515
UPRO,-87.952474,44.528038
SPXU,-87.952474,44.528038
IGI,0.0582952,51.5527449
JVS,-79.96436577943582,43.2710327827607
UWC,-87.952474,44.528038
TWQ,-87.952474,44.528038
QABA,-88.10620740391407,41.86413999522497
CNET,109.13,23.2555
JEX.,-79.5843058,43.6095597
ZSTN,Manual,Manual
MGMXF,-123.1181578,49.2845541
GMICF,-79.670752,43.508852
IDWAF,-79.0412235,43.094198500000005
EFLO,-95.3161544,29.9394275
CSM,-87.952474,44.528038
TBNK,-0.0952193,51.5376315
DRN,-73.98018254690722,40.7618616
DRV,-73.98018254690722,40.7618616
BKBEF.1,-86.99390377359936,34.600985947143506
ENCTF,-123.11991629853736,49.28620135
FTLK,21.039162546311623,52.276181449999996
POSRF,-79.87018714417678,43.2573701
ADUS,-97.0928196,32.7458776
AGEM,-80.28506020764104,25.8391295
TDNT,-88.113422,43.0305152
HAF.,-73.57130054381321,45.50252015
LRDC,-105.23195914072274,39.76432406237344
SIVR,11.144412150000008,51.79470255
GAA.,-70.83456720182556,42.2662361
SCFFF,-79.384243,43.649056
HELOF,-71.4470384,42.97433908
CDLRF,-81.35196163265306,35.72785140816327
TXMD,-80.0976927,26.394321
SVRZF,-79.38376361570594,43.64967865
CO,114.16156615565191,22.27920925
CGNH,-79.6197929,43.6975336
EWDYF,18.5207543,-33.9693994
GXOCF,-86.95266128,49.72406848
WLTNF,-81.34654438660738,35.72897040577746
CDCSY,-1.4593367,54.8205372
GPF.UN,-2.2477367,53.4814114
HAWKQ,174.8601224,-36.8722396
GXF,-78.471937,38.034091
DGHG,-84.51986955555556,42.74211767676768
PMTRF,-1.9680023976416934,52.4028689
PERFQ,-75.84783219640556,40.306898890456374
MION,-121.968989,37.767306
HPRT,-84.27981581426153,34.05150765921142
CXS,-73.98237558133278,40.75866945
TBF,-87.952474,44.528038
PGTMF.1,-71.45261160980151,42.97432811163986
PPRRF,-75.90967061846806,45.3475179
MAXD,-117.249153,32.948704
3284B,-93.3170271,45.0361975
BSKS,-118.4158133,34.0621129
TAER,-0.1301811,51.5853934
GNUS,-118.39788958592328,34.06774667584334
AMCF,Manual,Manual
NEYYF,-119.515282,34.399747
GCAP,-2.5934966,51.4407892
GTSO,-121.9269044,37.3919033
CODA,-81.4711823,28.6492816
GAME,-111.64630735150232,35.1716512
ARCL,-95.3459916261172,29.745429963625007
GTEC.1,-77.40069274937639,38.9542314
ISDSF,-79.38834029773561,43.85253598880717
MKJI,-73.8776527,40.653482
FGEM,-80.28506020764104,25.8391295
PSK,-71.0584604224359,42.3527552
NSPX,-117.58764888180626,33.614921823637474
SKYH,-123.1342853,49.204059
COLTF,-73.55761944461136,45.50432315
CLNY,-80.1014345510204,26.40051412244898
ARI,-93.27832410204081,44.89961267346939
BNO,-122.23614230269283,37.72393025
ZTNO,116.44745288039323,39.93125405
VRD,-71.0584604224359,42.3527552
0563B,Manual,Manual
RCM,-87.62299498308619,41.8897337
IRDM,-77.22282255149315,38.923964299999994
YUANF,Manual,Manual
LSTMF,-86.99793462634747,34.60024802212084
IMV,-63.57196393611737,44.69507745
FVGCF,145.1859934,-38.3056058
TMH,-84.00375049565491,35.935087613043855
BPVIF.,-79.3766921,43.6506875
SWRF.1,-97.3167668,32.7663801
NBP,-94.68230562947969,39.3137820694974
CELM,Manual,Manual
VTNR,-95.11287039546153,29.558473577018365
CRIC,110.7695102,21.4285659
BJB,Manual,Manual
ICIZF,-3.7053549,51.48992785
EDSFF,114.17592762931649,22.30084745
GNRC,Manual,Manual
OFS.U,-78.3801224,44.2876813
NAF.UN,Manual,Manual
HCBB.,-81.1131103,34.0460939
CPI,-73.69032438091673,41.006419550000004
GRES,-73.69032438091673,41.006419550000004
PKTEF,-123.1198152,49.2856364
ZMT.,-79.38169179283025,43.6487681
ZFS.,-79.38169179283025,43.6487681
BMRTF,-79.38169179283025,43.6487681
ZEO.,-79.38169179283025,43.6487681
BMMPF,-79.38169179283025,43.6487681
BMCBF,-79.38169179283025,43.6487681
ZHY.,-79.38169179283025,43.6487681
ZDMMF,-79.38169179283025,43.6487681
ZEM.,-79.38169179283025,43.6487681
QGSI,-74.00726150649857,40.7047913
OOK,-97.51710228139646,35.469312900000006
5067B,-2.2590808,53.4603638
TWO,-93.4657882,44.9729907
CVE,139.6615041,35.7383371
ULEIQ,-81.4389412,28.3060154
TXF,-97.51710228139646,35.469312900000006
TASIF,-81.85260142949171,27.882387634900184
NMKTF.,-70.395434,41.628184
ARR,-8.932039,53.2740637
HTLZF,-70.88594445364896,42.559237100000004
NITMF,Manual,Manual
STBZ,-81.3869844,28.5536537
PEB,-77.09464487529377,38.981070165999625
LLIT,Manual,Manual
XTRM.,-87.8308355,41.705759
BARZ,-94.41723620443962,36.9275330564594
PARXF,-115.1139934,51.0212533
MNA,-73.69032438091673,41.006419550000004
POAI,-93.12899353463094,44.848713290943344
CDKNF,-123.12222006946715,49.28891445
UNL,-122.23614230269283,37.72393025
GRID,-88.10620740391407,41.86413999522497
ANTH,-80.709096,39.506573
HTRRF,-123.12265847656215,49.28502255
SVN,Manual,Manual
MSP.UN,-122.39343018255303,37.7955348
OCPCF,0.2308416,51.5740369
PCD.UN,-79.38169179283025,43.6487681
BOSS.2,Manual,Manual
CCM,88.4499701,22.5820855
ECOB,-117.232651,32.911449
NKBP,Manual,Manual
VCIT,-75.50690726044587,40.05212105
VCLT,-75.50690726044587,40.05212105
VCSH,-75.50690726044587,40.05212105
VGIT,-75.50690726044587,40.05212105
VGLT,-75.50690726044587,40.05212105
VGSH,-75.50690726044587,40.05212105
VMBS,-75.50690726044587,40.05212105
GDO,0.0582952,51.5527449
BBLUQ,-116.950119,32.776379
CRMD,-78.705218,35.846519
YINN,-73.98018254690722,40.7618616
YANG,-73.98018254690722,40.7618616
LBJ,-73.98018254690722,40.7618616
LHB,-73.98018254690722,40.7618616
CHIQ,-78.471937,38.034091
CHII,-78.471937,38.034091
GLDXF,Manual,Manual
CHSP,-63.670288,44.6809934
MFON,-111.84072428571429,33.304088081632656
SPSC,-83.75845797283903,42.279000298750006
FCV,-80.2074432,25.828645
FOC,-80.2074432,25.828645
FMV,-80.2074432,25.828645
CHIC,-78.471937,38.034091
GGL,-100.2600685,25.7206229
HAP.,-75.9498327,44.6281642
CBF.UN,-79.38376361570594,43.64967865
FNGN,-0.3335395,51.425659
CHIX,-78.471937,38.034091
VRSEF,0.1916787,51.5191633
CHC,128.511886,38.00632
FZB,-80.2074432,25.828645
FKL,-80.2074432,25.828645
CHIE,-78.471937,38.034091
SEMG,-84.1283129,39.4663685
SPSB,-71.0584604224359,42.3527552
ACRE.1,-84.3611352,33.9355839
CIEIQ,-90.28726262786961,37.5460805
ALME,-95.571787,29.731444
BLGVF,Manual,Manual
AVEO,-80.19359921379333,25.75919005
OCZ.UN,-78.3801224,44.2876813
RIB.UN,-89.5309401,34.3648976
GOK.,-86.98063435903619,33.38600807102953
GRIN.1,-117.74764115434948,33.65056945
XBKS.1,-77.4370678,37.5366499
RLOC,-118.6168502,34.1792099
XRGYQ,-84.05761001585867,35.9271133567328
KGJI,126.6203132,37.472074
WFREF,-114.06698872549774,51.050879800000004
RULE,-81.6885019,30.4478347
TNGNQ,-80.32456,36.03883
HEDJ,-90.12587744487752,32.457913658542694
VNLEF,-91.7445529,30.6904881
CGDXF,-123.1101463,49.281569
PPLT,11.144412150000008,51.79470255
PALL,11.144412150000008,51.79470255
TNAV,-121.976891,37.3988788
FLDPF,-79.3759455,43.649983
DVOXQ,-94.0197093294332,30.092980481567512
IEDU,Manual,Manual
CTCLY,116.44851922562593,39.9126844
PPSI,1.1718378,51.1199023
OIP.,-0.2473391,51.37974
CHIM,-78.471937,38.034091
TBP.UN,-87.6321271,41.8804102
MTA.2,-63.573374857762985,44.64928875
FXSG,-77.18133539752995,39.11183265
3CRGC,-111.5814716,33.3665993
FIBK,-75.082255,39.952533
ARKXF,-46.6412477,-23.5551932
UST,-87.952474,44.528038
UBT,-87.952474,44.528038
OABC,-80.24759889810784,25.998042922772413
SPE.2,-98.22427225000001,44.36195425
JKS,120.6048653,24.1473135
IFLM,-92.495752,30.118143
ZCM.,-79.38169179283025,43.6487681
ZLC.,-79.38169179283025,43.6487681
BMJJF,-79.38169179283025,43.6487681
BMOIF,-79.38169179283025,43.6487681
ZGI.,-79.38169179283025,43.6487681
ZUT.,-79.38169179283025,43.6487681
ZCH.,-79.38169179283025,43.6487681
ZAG.,-79.38169179283025,43.6487681
ZQQ.,-79.38169179283025,43.6487681
EVDY,-78.24620220820381,40.88584585745359
EMGGF,-91.69763444897958,41.84557685714286
XBZ.,-70.3915283579957,41.62836965282502
XCH.,-70.3915283579957,41.62836965282502
IUYBF,-70.3915283579957,41.62836965282502
XID.,-70.3915283579957,41.62836965282502
XIG.,-70.3915283579957,41.62836965282502
XLA.,-70.3915283579957,41.62836965282502
CNVO,-97.7236066,30.4014989
FTT,Manual,Manual
IDE,-111.92307508970211,33.56715427884686
PNG,-81.68443644550959,30.003656026571768
ACARQ,-79.9170983,39.6568639
ONSS,-115.2653919419352,36.27970094778131
GRYN,-117.032421,32.940441
VRNG.1,-93.278693625,44.952023125000004
CNBI,31.165592,38.304715
UNTKQ,-3.8335244282124785,52.9089585
PABL,-80.602988255367,28.07984415
GLNCF,-122.6759549,47.5856865
APO,-93.27832410204081,44.89961267346939
IRWD,-71.05741601421146,42.35384315
SANW,-105.12575761304929,40.1450122222101
SOGCQ,-91.187260501674,32.39539500513505
QNST,-2.5923073,51.4555764
BGMZF,-89.5309401,34.3648976
HIO.,-75.9498327,44.6281642
HIN.,-75.9498327,44.6281642
HAH..,-75.9498327,44.6281642
CFGMF,114.20939357228835,22.3210216
UDOW,-87.952474,44.528038
SDOW,-87.952474,44.528038
UMDD,-87.952474,44.528038
SMDD,-87.952474,44.528038
URTY,-87.952474,44.528038
SRTY,-87.952474,44.528038
BOPH,Manual,Manual
HAW..,-75.9498327,44.6281642
HAV.,-75.9498327,44.6281642
SQQQ,-87.952474,44.528038
TQQQ,-87.952474,44.528038
PSLRF,-86.99405684297366,34.60291393470866
CHXX.1,-80.28506020764104,25.8391295
0716B,-77.75577324895615,34.78494227259177
CILE,Manual,Manual
STNG,20.7083333,49.6141667
RPLY,-112.64499780347394,37.495751358520145
DMO,0.0582952,51.5527449
RGM,106.8250232,-6.2292068
BRXX,-80.28506020764104,25.8391295
CRCL,-97.51545143860118,32.82414134400629
MMRGF,-123.1212752,49.2885746
PHYS,-4.2533714,55.8604174
AMHPF,-49.4838381,-16.6711154
CRU.2,Manual,Manual
WLS,-97.7282447,32.6062589
OAS,-94.10361,30.07776
RIVVF,-44.1915403,-19.9701255
EXL,-117.0761324,33.0252296
HTHT,Manual,Manual
RPID,-80.1216833,25.8558734
WFVK,-81.66034060131237,30.329249726043514
WXSP,-81.66034060131237,30.329249726043514
LIIZF,Manual,Manual
SNWRF,-81.85260142949171,27.882387634900184
AMPE,-104.86569594253733,39.56111040197277
LNDT,88.4497196,22.5828659
RBL,-71.0584604224359,42.3527552
BRIS,-73.98018254690722,40.7618616
BRIL,-73.98018254690722,40.7618616
INDZ,-73.98018254690722,40.7618616
INDL,-73.98018254690722,40.7618616
SOXS,-73.98018254690722,40.7618616
SOXL,-73.98018254690722,40.7618616
BRF.PR.A,-70.39097545315789,41.628345146410204
PGM.2,-81.65714708163266,38.368385918367345
FTRI,-88.10620740391407,41.86413999522497
FTAG,-88.10620740391407,41.86413999522497
XG,21.1651718,51.3996278
BSFT.1,-77.1945552075463,39.1144563
REK,-87.952474,44.528038
SBM,-87.952474,44.528038
YXI,-87.952474,44.528038
MBIT,-82.463556,27.38491
PRMW.1,-79.825226,35.706432
BIQIF,-77.08686074177703,39.001942650000004
KROO,-73.69032438091673,41.006419550000004
CNDA,-73.69032438091673,41.006419550000004
SGOC,114.11668389202609,22.36623075
BTTR,-74.1814394,39.820223
MXL,-83.8723767,30.5829432
NWHUF,-76.95721336666666,44.24358975
HQGE,-117.89431732885906,33.77963633557047
WMLPQ,-104.8580287,39.5399839
ENV,-87.6267422684376,41.88646625
SECYF,-114.06585616973855,51.048198049999996
CZNI,-81.09928724489797,32.045327428571426
PUNK,-115.2971886,36.1306633
QLIK,-75.36615687160564,40.03851732491003
CLMPF,-86.82332992857143,33.23182342857143
TPCA,-115.27209737032386,36.0702527073818
BECM,-121.97239668713632,37.38609101734641
JCO.1,-79.96436577943582,43.2710327827607
BIB,-87.952474,44.528038
BIS,-87.952474,44.528038
ATHOF,-86.83479033707866,33.485669337078654
ERINQ,-95.46121722838362,29.753414999999997
CGPI,120.8898057,31.9450835
KIPS,-93.45967102813285,45.0193998
BICK,-88.10620740391407,41.86413999522497
YPI,-118.6168502,34.1792099
SKOR.1,-73.69032438091673,41.006419550000004
HNO.,-75.9498327,44.6281642
HON.,-75.9498327,44.6281642
CHRM,Manual,Manual
RLD,-76.016785,40.334011
IL,-80.27966359999999,25.8603003
KONE.1,0.009583328152856202,51.513113000000004
BCRMF,-0.46430033128608084,51.3545458
CPGI,112.7817245,22.2559406
SURE,-72.0708432,-36.6147872
CLDT,-71.14066531176583,42.38245965383778
GBDC,-87.6376327,41.8794989
FLT,-81.3869844,28.5536537
SIL,-78.471937,38.034091
IASO,-117.239353,32.9494094
COPX,-78.471937,38.034091
CGOOF,-79.4804733,43.9966741
TIDZQ,-81.33953460754883,35.72758154950556
AMRS,-99.9197752,34.6838413
CSNH,Manual,Manual
MIE.2,114.17164973620515,22.2745888
FCRD,-71.05595722374802,42.355055899999996
KRU,-87.952474,44.528038
KRS,-87.952474,44.528038
EOX,-103.21312,40.616807
PNWRF,-114.06578327477777,51.0477796
QUAD,Manual,Manual
IMKI,-97.3167668,32.7663801
IDMMF,Manual,Manual
WAV,-74.03378697962458,40.9100878
BORNY,112.9538995,21.8878831
UBR,-87.952474,44.528038
UXJ,-87.952474,44.528038
UPV,-87.952474,44.528038
UMX,-87.952474,44.528038
SNRCF,-79.3774888,43.6507603
TOWR,-82.5785781,35.4633423
NRE.2,Manual,Manual
MRZM,-117.0301308,33.1554899
ARDX.1,-80.09605324331228,26.838866077468246
GGAZF,-122.14777523313269,37.473187067021804
LRP,-81.37886704081633,28.54069981632653
BGAVF,-123.12222006946715,49.28891445
BWOWF,-56.9763367,5.9440468
REGX,-92.4026413261914,31.518582586291384
ONEF,18.5005722,-33.9703889
OMEI,Manual,Manual
BABS,-71.0584604224359,42.3527552
LHMAF,-118.2365957,34.0315495
CHGN,28.9490564,41.0312856
EACIQ,-122.67281922158918,45.48376195
TGA.UN,-52.7417227,47.6067396
STTYF,-123.1459667,49.2585547
TMS,-79.89040711505169,40.33633842567119
TBET,28.9490564,41.0312856
CCDM,28.9490564,41.0312856
SUR..,-79.3833789,43.6499558
BAEA,-3.2108928,55.9605065
TCNGF,-1.3797256,54.9065086
TWON,-73.69032438091673,41.006419550000004
IBND,-71.0584604224359,42.3527552
CNCEF,-81.34693508163265,35.7277083877551
CANNF,-73.58583377014003,45.4891197
QING,Manual,Manual
BSL,-73.97227245489567,40.75775605
USCI,-122.23614230269283,37.72393025
ZUB.,-79.38169179283025,43.6487681
BMOGF,-79.38169179283025,43.6487681
BLDXF,-79.38169179283025,43.6487681
BMQWF,-79.38169179283025,43.6487681
ZUH.,-79.38169179283025,43.6487681
ZJO.,-79.38169179283025,43.6487681
ZRR.,-79.38169179283025,43.6487681
ZEF.,-79.38169179283025,43.6487681
FCSMF,0.137184,51.4599871
AHROQ,-87.19180364910883,30.451626799891592
FURX,-78.828969,35.85332
EDLNF,-114.011582,50.9783769
SCLI,108.4542805,35.6321081
TPWR,-82.3265849,29.6502302
RDOIF,-81.34972959359085,35.72570574606206
FSS.,-70.390478,41.628348
WVMDF,-91.7445529,30.6904881
VLTC,18.3940861,-33.912131
QFORQ,-88.04294471698866,42.0410666
IRON,-72.3421197,41.4755497
KEYP,111.279722,27.963611
DCEL,Manual,Manual
HPP,-81.137035,31.9849794
BSCB,-81.66034060131237,30.329249726043514
BSCC,-81.66034060131237,30.329249726043514
BSCD,-81.66034060131237,30.329249726043514
BSCE.1,-81.66034060131237,30.329249726043514
BSCF,-81.66034060131237,30.329249726043514
BSCG,-81.66034060131237,30.329249726043514
BSCH,-81.66034060131237,30.329249726043514
TAHO,-119.7891662,39.5023369
CFXTF,Manual,Manual
CORN,-74.7990875,40.5209274
RMSL,-81.37908126346517,28.551772370527758
TWY.,-94.629725,38.867449
CRMBQ,-81.65376995918368,30.36947569387755
AMAP,Manual,Manual
GSV,-123.11487721892873,49.2863438
KEYW,-76.74837102426844,39.151444999999995
PACT,73.7586073,33.1512576
BRAZ,-78.471937,38.034091
REZZF,Manual,Manual
AMRC,-71.38561238980368,42.30991315
CVW,-117.8753148,33.6107855
SSIT,-87.4881890783686,36.86487500729512
HKU.,-75.9498327,44.6281642
CEM,0.0582952,51.5527449
MQXDF,-81.346572,35.72788
TIER,-78.9037738,38.447661
BHOR,-96.82299353061224,32.94699824489796
CIS,116.30792842262102,39.9321741
EMYB,-74.087458,40.603084
XTEG,-57.3937101,6.2802932
HCF.UN,-81.1131103,34.0460939
COR,-87.718707,42.080287
INVN,-71.3596535,42.6281012
LINUF,Manual,Manual
BBRG,-81.37973748595157,28.53815305
CNKEF,-81.33976281818182,35.72871305050505
CLCN,-81.46894818367348,29.984874857142856
BRAQ,-78.471937,38.034091
AYXRF,-79.3833789,43.6499558
SPGYF,-86.99793462634747,34.60024802212084
BCYP,-96.70977468421052,32.99745268421053
RETL,-73.98018254690722,40.7618616
RETS,-73.98018254690722,40.7618616
GASL,-73.98018254690722,40.7618616
GASX.1,-73.98018254690722,40.7618616
ZHIC,Manual,Manual
PANG,-95.33134676369609,42.679495309488885
AMBO,114.1989014411066,22.39423395
NTSP,-95.367454,29.761629
CALL,34.8600625,32.2779166
TSGZF,-111.90914600058188,33.617818849321445
LGHS,Manual,Manual
ASMB,-122.39808713437188,37.66258586570588
TSG,4.337137643562528,50.83794245
LIT,-78.471937,38.034091
KH,Manual,Manual
MEGEF,-114.0744959,51.0509552
GHMP,-80.87825742631811,35.48020009071245
MMYT,79.0999608,21.1248721
DRLDF,-79.38061545127046,43.6388025
4021B,-1.7754282,53.6477368
BRAF,-78.471937,38.034091
STAG,-71.05698613159018,42.35614825
SIGE,-71.1463422,42.6733779
MKRYF,-86.99642599962577,34.601020774277934
BRSS,-88.0318378,42.0290431
CATG,Manual,Manual
MYDR.1,-117.0233394,33.7229272
OSN,121.5120392,31.2325245
HZNP,1.015229868812038,52.516270199999994
PDM.2,-114.07555494245192,51.0484689
AVLRF,-115.1139934,51.0212533
SAU.1,-77.974853,35.373
ELBSF,-78.856001,43.8579419
WD,-87.952474,44.528038
EVTC,-66.0468886760176,18.341735800000002
ELD,-90.12587744487752,32.457913658542694
LEDS,121.00468752608305,24.7799015
AWON,-117.3120783,33.1022634
INN,-97.9643367,30.3110558
AVO.1,-96.519237,32.933884
TAIS,Manual,Manual
GSFVF,-114.07938783722395,51.0476369
CTNA,-75.46606083838577,40.07160910529017
SPRN,-72.5835216,40.8747902
RWWI,-76.8066983,39.4191732
ECYT,-90.196427,30.002914
LZENF,35.3938766,32.6072533
CPHB,-117.4222502,33.9593367
TPRFF,-81.578142,28.565783
WSR,-95.53883907142857,29.73822342857143
KOR,-123.115193,49.2846685
ECMR,-90.17430441392833,32.3633655248942
VCC,-118.7982987,34.1488308
FULL,-73.69032438091673,41.006419550000004
FSD,-88.10620740391407,41.86413999522497
FRRPF,-73.57130054381321,45.50252015
ALQA,-74.86829379240294,40.19210873725939
GPHG,113.93835198462011,22.5284646
CV.,-2.2477367,53.4814114
SRMLF,-91.69727228571428,41.845417
FSL,Manual,Manual
5305B,-87.06123551059213,41.469655089058406
CCSC,46.8676318,24.7952644
MY,-93.47869006460711,45.014236249999996
TZNMF.1,-75.67569006126269,41.40673755
LTCP,-73.288415,41.3913743
PTRT,-80.9316932976449,35.13809452929539
TRGP,-91.19262555555555,32.401708
VOO,-75.50690726044587,40.05212105
VOOG,-75.50690726044587,40.05212105
VOOV,-75.50690726044587,40.05212105
IVOO,-75.50690726044587,40.05212105
IVOG,-75.50690726044587,40.05212105
IVOV,-75.50690726044587,40.05212105
VIOO,-75.50690726044587,40.05212105
VIOG,-75.50690726044587,40.05212105
VIOV,-75.50690726044587,40.05212105
CCIHY,116.6035052,31.9897086
GNR,-71.0584604224359,42.3527552
SFUN,88.4499701,22.5820855
TDCH,-74.02006547121115,41.47990351975786
GBAB,-81.66034060131237,30.329249726043514
TEXS,0.4791293,52.9097999
FRNFF,Manual,Manual
GEDU,21.04115354599442,52.27600075
ABCXF,Manual,Manual
MZBY,18.5071027,-33.9527273
EXAM,-81.3869844,28.5536537
NMFC,0.0565131,51.5538513
HYI,0.0582952,51.5527449
VONE,-75.50690726044587,40.05212105
VONG,-75.50690726044587,40.05212105
VONV,-75.50690726044587,40.05212105
VTHR,-75.50690726044587,40.05212105
VTWV,-75.50690726044587,40.05212105
VTWG,-75.50690726044587,40.05212105
VTWO,-75.50690726044587,40.05212105
FBMCF,-111.64630735150232,35.1716512
CFD,-90.72043459075304,42.49245243190636
SUNG,-79.746252,37.05937
CCX.1,-90.12587744487752,32.457913658542694
SBRA,-117.85147362874676,33.676376250000004
FRF,-86.57323077464524,34.7730513
BGOOF,-123.1184927,49.2878856
ICDZF,-70.3915283579957,41.62836965282502
CBGYF,-81.34658892600413,35.72880562855576
CSOD,-118.473667,34.028449
GOMRF,2.320041027461107,48.8588897
1684B,121.3771943,31.1358979
QRE,-95.36088111172865,29.75484345
SHP,Manual,Manual
PAMT.1,-117.03257049258436,32.9394699552171
EOLA,-81.38010498463241,28.5471694
MCOX,121.3425,24.032778
PGLC,-77.47007665306123,37.654246306122445
ZDEXF.1,-93.8062335,48.1879769
5377B,Manual,Manual
GAGA,103.76310473480557,1.47756035
EWSI,122.5188634,10.6899374
CTESY,104.0413667,30.5470889
ENZB,-115.1808643,36.1588556
CDBMF.1,-89.5309401,34.3648976
XUE,Manual,Manual
TAL,Manual,Manual
VDTAF,-0.1142761,51.5281242
GMF.UN,-79.38169179283025,43.6487681
OHA.UN,-78.3801224,44.2876813
SODA,-71.703083,42.082193
WHHT,Manual,Manual
GLTR,11.144412150000008,51.79470255
NOAH,-111.64555188900091,35.17160815
RDA,-111.64542856767106,35.1710161
CNR.1,18.0503767,59.347962
CUBG,114.11647799783597,22.37367705
HHC,-77.536066,37.907933
MNAI,Manual,Manual
UMAM,-117.167688,32.718254
PSLV,-4.2533714,55.8604174
7192B,147.5378492,-41.1445154
PNYTF,-73.69283077813627,41.03486335
XYM.UN,Manual,Manual
OZTCF,100.52817198975029,13.72679415
NVIV,-71.08979996080114,42.368127349999995
VNQI,-75.50690726044587,40.05212105
XRELF,-123.11917354190919,49.285083549999996
GOEX,-78.471937,38.034091
BITA,113.2069531,23.3830458
RTSO,-85.41940142614685,41.6125796906743
URA,-78.471937,38.034091
STIE,130.3543362,42.8628599
GTBAF,-123.1161798,49.2852515
